country_of_birth,country_of_destination,education_level,sex,number
CSFR-CZE,POL,ISCED 5/6/7/8,Female,3427.0
CSFR-CZE,POL,ISCED 5/6/7/8,Male,3091.0
CSFR-CZE,PRT,ISCED 5/6/7/8,Female,698.0
CSFR-CZE,PRT,ISCED 5/6/7/8,Male,214.0
CSFR-CZE,SVK,ISCED 5/6/7/8,Female,48127.0
CSFR-CZE,SVK,ISCED 5/6/7/8,Male,48158.0
CSFR-CZE,SVN,ISCED 5/6/7/8,Female,470.0
CSFR-CZE,SVN,ISCED 5/6/7/8,Male,196.0
CSFR-CZE,SWE,ISCED 5/6/7/8,Female,2880.0
CSFR-CZE,SWE,ISCED 5/6/7/8,Male,1720.0
CSFR-CZE,TUR,ISCED 5/6/7/8,Female,127.0
CSFR-CZE,TUR,ISCED 5/6/7/8,Male,51.0
CSFR-CZE,USA,ISCED 5/6/7/8,Female,45148.0
CSFR-CZE,USA,ISCED 5/6/7/8,Male,32864.0
CSFR-SVK,AUS,ISCED 5/6/7/8,Female,8617.0
CSFR-SVK,AUS,ISCED 5/6/7/8,Male,5279.0
CSFR-SVK,BGR,ISCED 5/6/7/8,Female,348.0
CSFR-SVK,BGR,ISCED 5/6/7/8,Male,247.0
CSFR-SVK,CAN,ISCED 5/6/7/8,Female,22385.0
CSFR-SVK,CAN,ISCED 5/6/7/8,Male,16440.0
CSFR-SVK,CHE,ISCED 5/6/7/8,Female,18848.258792877197
CSFR-SVK,CHE,ISCED 5/6/7/8,Male,13552.751104354858
CSFR-SVK,COL,ISCED 5/6/7/8,Female,61.0
CSFR-SVK,COL,ISCED 5/6/7/8,Male,48.0
CSFR-SVK,CZE,ISCED 5/6/7/8,Female,142844.0
CSFR-SVK,CZE,ISCED 5/6/7/8,Male,127470.0
CSFR-SVK,DNK,ISCED 5/6/7/8,Female,3083.0
CSFR-SVK,DNK,ISCED 5/6/7/8,Male,2754.0
CSFR-SVK,ESP,ISCED 5/6/7/8,Female,7055.0
CSFR-SVK,ESP,ISCED 5/6/7/8,Male,2522.0
CSFR-SVK,EST,ISCED 5/6/7/8,Female,119.0
CSFR-SVK,EST,ISCED 5/6/7/8,Male,129.0
CSFR-SVK,FRA,ISCED 5/6/7/8,Female,7650.202323436737
CSFR-SVK,FRA,ISCED 5/6/7/8,Male,1834.591795682907
CSFR-SVK,GRC,ISCED 5/6/7/8,Female,940.0
CSFR-SVK,GRC,ISCED 5/6/7/8,Male,151.0
CSFR-SVK,HUN,ISCED 5/6/7/8,Female,30105.0
CSFR-SVK,HUN,ISCED 5/6/7/8,Male,20539.0
CSFR-SVK,ITA,ISCED 5/6/7/8,Female,7611.999965261668
CSFR-SVK,ITA,ISCED 5/6/7/8,Male,1202.0000006156333
CSFR-SVK,LTU,ISCED 5/6/7/8,Female,15.0
CSFR-SVK,LTU,ISCED 5/6/7/8,Male,12.0
CSFR-SVK,LUX,ISCED 5/6/7/8,Female,1840.0
CSFR-SVK,LUX,ISCED 5/6/7/8,Male,1025.0
CSFR-SVK,LVA,ISCED 5/6/7/8,Female,19.0
CSFR-SVK,LVA,ISCED 5/6/7/8,Male,52.0
CSFR-SVK,NOR,ISCED 5/6/7/8,Female,2753.0
CSFR-SVK,NOR,ISCED 5/6/7/8,Male,1776.0
CSFR-SVK,NZL,ISCED 5/6/7/8,Female,573.0
CSFR-SVK,NZL,ISCED 5/6/7/8,Male,240.0
CSFR-SVK,POL,ISCED 5/6/7/8,Female,1753.0
CSFR-SVK,POL,ISCED 5/6/7/8,Male,1647.0
CSFR-SVK,PRT,ISCED 5/6/7/8,Female,459.0
CSFR-SVK,PRT,ISCED 5/6/7/8,Male,123.0
CSFR-SVK,SVK,ISCED 5/6/7/8,Female,2926734.0
CSFR-SVK,SVK,ISCED 5/6/7/8,Male,2565611.0
CSFR-SVK,SVN,ISCED 5/6/7/8,Female,332.0
CSFR-SVK,SVN,ISCED 5/6/7/8,Male,166.0
CSFR-SVK,SWE,ISCED 5/6/7/8,Female,2230.0
CSFR-SVK,SWE,ISCED 5/6/7/8,Male,1465.0
CSFR-SVK,TUR,ISCED 5/6/7/8,Female,106.0
CSFR-SVK,TUR,ISCED 5/6/7/8,Male,27.0
CSFR-SVK,USA,ISCED 5/6/7/8,Female,30410.0
CSFR-SVK,USA,ISCED 5/6/7/8,Male,16416.0
CUB,AUS,ISCED 5/6/7/8,Female,929.0
CUB,AUS,ISCED 5/6/7/8,Male,931.0
CUB,BGR,ISCED 5/6/7/8,Female,368.0
CUB,BGR,ISCED 5/6/7/8,Male,579.0
CUB,CAN,ISCED 5/6/7/8,Female,28360.0
CUB,CAN,ISCED 5/6/7/8,Male,26635.0
CUB,CHE,ISCED 5/6/7/8,Female,2408.065981864929
CUB,CHE,ISCED 5/6/7/8,Male,2816.0299968719482
CUB,COL,ISCED 5/6/7/8,Female,2570.0
CUB,COL,ISCED 5/6/7/8,Male,5045.0
CUB,CZE,ISCED 5/6/7/8,Female,301.0
CUB,CZE,ISCED 5/6/7/8,Male,559.0
CUB,DNK,ISCED 5/6/7/8,Female,428.0
CUB,DNK,ISCED 5/6/7/8,Male,314.0
CUB,ESP,ISCED 5/6/7/8,Female,148106.0
CUB,ESP,ISCED 5/6/7/8,Male,124158.0
CUB,EST,ISCED 5/6/7/8,Female,50.0
CUB,EST,ISCED 5/6/7/8,Male,75.0
CUB,FRA,ISCED 5/6/7/8,Female,7975.833655118942
CUB,FRA,ISCED 5/6/7/8,Male,5463.253087520599
CUB,GRC,ISCED 5/6/7/8,Female,370.0
CUB,GRC,ISCED 5/6/7/8,Male,222.0
CUB,HUN,ISCED 5/6/7/8,Female,475.0
CUB,HUN,ISCED 5/6/7/8,Male,523.0
CUB,ITA,ISCED 5/6/7/8,Female,20271.000012099743
CUB,ITA,ISCED 5/6/7/8,Male,6853.999998807907
CUB,LTU,ISCED 5/6/7/8,Female,38.0
CUB,LTU,ISCED 5/6/7/8,Male,24.0
CUB,LUX,ISCED 5/6/7/8,Female,267.0
CUB,LUX,ISCED 5/6/7/8,Male,210.0
CUB,LVA,ISCED 5/6/7/8,Female,43.0
CUB,LVA,ISCED 5/6/7/8,Male,110.0
CUB,MEX,ISCED 5/6/7/8,Female,26379.0
CUB,MEX,ISCED 5/6/7/8,Male,35491.0
CUB,NOR,ISCED 5/6/7/8,Female,1182.0
CUB,NOR,ISCED 5/6/7/8,Male,659.0
CUB,NZL,ISCED 5/6/7/8,Female,42.0
CUB,NZL,ISCED 5/6/7/8,Male,54.0
CUB,POL,ISCED 5/6/7/8,Female,354.0
CUB,POL,ISCED 5/6/7/8,Male,594.0
CUB,PRT,ISCED 5/6/7/8,Female,1733.0
CUB,PRT,ISCED 5/6/7/8,Male,1577.0
CUB,SVK,ISCED 5/6/7/8,Female,58.0
CUB,SVK,ISCED 5/6/7/8,Male,155.0
CUB,SVN,ISCED 5/6/7/8,Female,42.0
CUB,SVN,ISCED 5/6/7/8,Male,51.0
CUB,SWE,ISCED 5/6/7/8,Female,3135.0
CUB,SWE,ISCED 5/6/7/8,Male,3660.0
CUB,TUR,ISCED 5/6/7/8,Female,50.0
CUB,TUR,ISCED 5/6/7/8,Male,34.0
CUB,USA,ISCED 5/6/7/8,Female,983966.0
CUB,USA,ISCED 5/6/7/8,Male,913468.0
DEU,AUS,ISCED 5/6/7/8,Female,104257.0
DEU,AUS,ISCED 5/6/7/8,Male,78297.0
DEU,BGR,ISCED 5/6/7/8,Female,1964.0
DEU,BGR,ISCED 5/6/7/8,Male,2509.0
DEU,CAN,ISCED 5/6/7/8,Female,174830.0
DEU,CAN,ISCED 5/6/7/8,Male,153780.0
DEU,CHE,ISCED 5/6/7/8,Female,366405.6491317749
DEU,CHE,ISCED 5/6/7/8,Male,414984.50927352905
DEU,COL,ISCED 5/6/7/8,Female,2282.0
DEU,COL,ISCED 5/6/7/8,Male,3881.0
DEU,CZE,ISCED 5/6/7/8,Female,4889.0
DEU,CZE,ISCED 5/6/7/8,Male,7491.0
DEU,DNK,ISCED 5/6/7/8,Female,31927.0
DEU,DNK,ISCED 5/6/7/8,Male,28693.0
DEU,ESP,ISCED 5/6/7/8,Female,151727.0
DEU,ESP,ISCED 5/6/7/8,Male,138794.0
DEU,EST,ISCED 5/6/7/8,Female,1780.0
DEU,EST,ISCED 5/6/7/8,Male,2537.0
DEU,FRA,ISCED 5/6/7/8,Female,216263.75329196453
DEU,FRA,ISCED 5/6/7/8,Male,165671.5922112465
DEU,GRC,ISCED 5/6/7/8,Female,83287.0
DEU,GRC,ISCED 5/6/7/8,Male,58493.0
DEU,HUN,ISCED 5/6/7/8,Female,15682.0
DEU,HUN,ISCED 5/6/7/8,Male,16228.0
DEU,ITA,ISCED 5/6/7/8,Female,85373.0000963211
DEU,ITA,ISCED 5/6/7/8,Male,51809.9998383522
DEU,LTU,ISCED 5/6/7/8,Female,1165.0
DEU,LTU,ISCED 5/6/7/8,Male,1029.0
DEU,LUX,ISCED 5/6/7/8,Female,15068.0
DEU,LUX,ISCED 5/6/7/8,Male,16424.0
DEU,LVA,ISCED 5/6/7/8,Female,2272.0
DEU,LVA,ISCED 5/6/7/8,Male,1963.0
DEU,NOR,ISCED 5/6/7/8,Female,32398.0
DEU,NOR,ISCED 5/6/7/8,Male,28798.0
DEU,NZL,ISCED 5/6/7/8,Female,16791.0
DEU,NZL,ISCED 5/6/7/8,Male,12150.0
DEU,POL,ISCED 5/6/7/8,Female,25086.0
DEU,POL,ISCED 5/6/7/8,Male,25229.0
DEU,PRT,ISCED 5/6/7/8,Female,28535.0
DEU,PRT,ISCED 5/6/7/8,Male,19529.0
DEU,SVK,ISCED 5/6/7/8,Female,797.0
DEU,SVK,ISCED 5/6/7/8,Male,1395.0
DEU,SVN,ISCED 5/6/7/8,Female,4925.0
DEU,SVN,ISCED 5/6/7/8,Male,3408.0
DEU,SWE,ISCED 5/6/7/8,Female,52805.0
DEU,SWE,ISCED 5/6/7/8,Male,43500.0
DEU,TUR,ISCED 5/6/7/8,Female,44576.0
DEU,TUR,ISCED 5/6/7/8,Male,38249.0
DEU,USA,ISCED 5/6/7/8,Female,1301828.0
DEU,USA,ISCED 5/6/7/8,Male,1136675.0
DOM,AUS,ISCED 5/6/7/8,Female,363.0
DOM,AUS,ISCED 5/6/7/8,Male,229.0
DOM,BGR,ISCED 5/6/7/8,Female,11.0
DOM,BGR,ISCED 5/6/7/8,Male,12.0
DOM,CAN,ISCED 5/6/7/8,Female,13515.0
DOM,CAN,ISCED 5/6/7/8,Male,9655.0
DOM,CHE,ISCED 5/6/7/8,Female,4365.40299987793
DOM,CHE,ISCED 5/6/7/8,Male,2001.841999053955
DOM,COL,ISCED 5/6/7/8,Female,657.0
DOM,COL,ISCED 5/6/7/8,Male,943.0
DOM,CZE,ISCED 5/6/7/8,Female,52.0
DOM,CZE,ISCED 5/6/7/8,Male,68.0
DOM,DNK,ISCED 5/6/7/8,Female,156.0
DOM,DNK,ISCED 5/6/7/8,Male,76.0
DOM,ESP,ISCED 5/6/7/8,Female,79845.0
DOM,ESP,ISCED 5/6/7/8,Male,41476.0
DOM,EST,ISCED 5/6/7/8,Female,11.0
DOM,EST,ISCED 5/6/7/8,Male,12.0
DOM,FRA,ISCED 5/6/7/8,Female,3711.2508486509323
DOM,FRA,ISCED 5/6/7/8,Male,1387.4060258865356
DOM,GRC,ISCED 5/6/7/8,Female,275.0
DOM,GRC,ISCED 5/6/7/8,Male,48.0
DOM,HUN,ISCED 5/6/7/8,Female,37.0
DOM,HUN,ISCED 5/6/7/8,Male,58.0
DOM,ITA,ISCED 5/6/7/8,Female,15137.999925866723
DOM,ITA,ISCED 5/6/7/8,Male,5247.000014781952
DOM,LTU,ISCED 5/6/7/8,Male,15.0
DOM,LUX,ISCED 5/6/7/8,Female,558.0
DOM,LUX,ISCED 5/6/7/8,Male,281.0
DOM,NOR,ISCED 5/6/7/8,Female,676.0
DOM,NOR,ISCED 5/6/7/8,Male,305.0
DOM,NZL,ISCED 5/6/7/8,Female,39.0
DOM,NZL,ISCED 5/6/7/8,Male,18.0
DOM,POL,ISCED 5/6/7/8,Female,51.0
DOM,POL,ISCED 5/6/7/8,Male,78.0
DOM,PRT,ISCED 5/6/7/8,Female,242.0
DOM,PRT,ISCED 5/6/7/8,Male,109.0
DOM,SVK,ISCED 5/6/7/8,Female,2.0
DOM,SVK,ISCED 5/6/7/8,Male,15.0
DOM,SVN,ISCED 5/6/7/8,Female,50.0
DOM,SWE,ISCED 5/6/7/8,Female,730.0
DOM,SWE,ISCED 5/6/7/8,Male,450.0
DOM,USA,ISCED 5/6/7/8,Female,710162.0
DOM,USA,ISCED 5/6/7/8,Male,481647.0
DZA,AUS,ISCED 5/6/7/8,Female,1542.0
DZA,AUS,ISCED 5/6/7/8,Male,1703.0
DZA,BGR,ISCED 5/6/7/8,Female,113.0
DZA,BGR,ISCED 5/6/7/8,Male,265.0
DZA,CAN,ISCED 5/6/7/8,Female,127370.0
DZA,CAN,ISCED 5/6/7/8,Male,139985.0
DZA,CHE,ISCED 5/6/7/8,Female,6236.543962478638
DZA,CHE,ISCED 5/6/7/8,Male,9919.702852249146
DZA,COL,ISCED 5/6/7/8,Female,54.0
DZA,COL,ISCED 5/6/7/8,Male,73.0
DZA,CZE,ISCED 5/6/7/8,Female,264.0
DZA,CZE,ISCED 5/6/7/8,Male,1015.0
DZA,DNK,ISCED 5/6/7/8,Female,468.0
DZA,DNK,ISCED 5/6/7/8,Male,591.0
DZA,ESP,ISCED 5/6/7/8,Female,21780.0
DZA,ESP,ISCED 5/6/7/8,Male,28376.0
DZA,EST,ISCED 5/6/7/8,Female,23.0
DZA,EST,ISCED 5/6/7/8,Male,78.0
DZA,FRA,ISCED 5/6/7/8,Female,801934.2964539528
DZA,FRA,ISCED 5/6/7/8,Male,777839.6661696434
DZA,GRC,ISCED 5/6/7/8,Female,334.0
DZA,GRC,ISCED 5/6/7/8,Male,544.0
DZA,HUN,ISCED 5/6/7/8,Female,686.0
DZA,HUN,ISCED 5/6/7/8,Male,1320.0
DZA,ITA,ISCED 5/6/7/8,Female,6641.000056296587
DZA,ITA,ISCED 5/6/7/8,Male,7070.00000205636
DZA,LTU,ISCED 5/6/7/8,Male,4.0
DZA,LUX,ISCED 5/6/7/8,Female,1064.0
DZA,LUX,ISCED 5/6/7/8,Male,1191.0
DZA,LVA,ISCED 5/6/7/8,Female,10.0
DZA,LVA,ISCED 5/6/7/8,Male,43.0
DZA,NOR,ISCED 5/6/7/8,Female,793.0
DZA,NOR,ISCED 5/6/7/8,Male,1232.0
DZA,NZL,ISCED 5/6/7/8,Female,78.0
DZA,NZL,ISCED 5/6/7/8,Male,96.0
DZA,POL,ISCED 5/6/7/8,Female,313.0
DZA,POL,ISCED 5/6/7/8,Male,1929.0
DZA,PRT,ISCED 5/6/7/8,Female,492.0
DZA,PRT,ISCED 5/6/7/8,Male,480.0
DZA,SVK,ISCED 5/6/7/8,Female,50.0
DZA,SVK,ISCED 5/6/7/8,Male,104.0
DZA,SVN,ISCED 5/6/7/8,Female,18.0
DZA,SVN,ISCED 5/6/7/8,Male,54.0
DZA,SWE,ISCED 5/6/7/8,Female,2445.0
DZA,SWE,ISCED 5/6/7/8,Male,3405.0
DZA,TUR,ISCED 5/6/7/8,Female,1074.0
DZA,TUR,ISCED 5/6/7/8,Male,655.0
DZA,USA,ISCED 5/6/7/8,Female,31852.0
DZA,USA,ISCED 5/6/7/8,Male,47843.0
ECU,AUS,ISCED 5/6/7/8,Female,3429.0
ECU,AUS,ISCED 5/6/7/8,Male,2678.0
ECU,BGR,ISCED 5/6/7/8,Female,41.0
ECU,BGR,ISCED 5/6/7/8,Male,18.0
ECU,CAN,ISCED 5/6/7/8,Female,22540.0
ECU,CAN,ISCED 5/6/7/8,Male,16555.0
ECU,CHE,ISCED 5/6/7/8,Female,4781.0779819488525
ECU,CHE,ISCED 5/6/7/8,Male,4123.57400894165
ECU,COL,ISCED 5/6/7/8,Female,6837.0
ECU,COL,ISCED 5/6/7/8,Male,7939.0
ECU,CZE,ISCED 5/6/7/8,Female,218.0
ECU,CZE,ISCED 5/6/7/8,Male,232.0
ECU,DNK,ISCED 5/6/7/8,Female,563.0
ECU,DNK,ISCED 5/6/7/8,Male,348.0
ECU,ESP,ISCED 5/6/7/8,Female,181382.0
ECU,ESP,ISCED 5/6/7/8,Male,122546.0
ECU,EST,ISCED 5/6/7/8,Female,28.0
ECU,EST,ISCED 5/6/7/8,Male,77.0
ECU,FRA,ISCED 5/6/7/8,Female,7725.216537952423
ECU,FRA,ISCED 5/6/7/8,Male,3645.0583577156067
ECU,GRC,ISCED 5/6/7/8,Female,99.0
ECU,GRC,ISCED 5/6/7/8,Male,34.0
ECU,HUN,ISCED 5/6/7/8,Female,517.0
ECU,HUN,ISCED 5/6/7/8,Male,427.0
ECU,ITA,ISCED 5/6/7/8,Female,31782.00013744831
ECU,ITA,ISCED 5/6/7/8,Male,15246.999998480082
ECU,LTU,ISCED 5/6/7/8,Male,5.0
ECU,LUX,ISCED 5/6/7/8,Female,356.0
ECU,LUX,ISCED 5/6/7/8,Male,241.0
ECU,LVA,ISCED 5/6/7/8,Male,4.0
ECU,NOR,ISCED 5/6/7/8,Female,771.0
ECU,NOR,ISCED 5/6/7/8,Male,743.0
ECU,NZL,ISCED 5/6/7/8,Female,126.0
ECU,NZL,ISCED 5/6/7/8,Male,81.0
ECU,POL,ISCED 5/6/7/8,Female,164.0
ECU,POL,ISCED 5/6/7/8,Male,318.0
ECU,PRT,ISCED 5/6/7/8,Female,586.0
ECU,PRT,ISCED 5/6/7/8,Male,260.0
ECU,SVK,ISCED 5/6/7/8,Female,18.0
ECU,SVK,ISCED 5/6/7/8,Male,64.0
ECU,SVN,ISCED 5/6/7/8,Female,5.0
ECU,SVN,ISCED 5/6/7/8,Male,15.0
ECU,SWE,ISCED 5/6/7/8,Female,2225.0
ECU,SWE,ISCED 5/6/7/8,Male,1715.0
ECU,USA,ISCED 5/6/7/8,Female,294490.0
ECU,USA,ISCED 5/6/7/8,Male,256931.0
EGY,AUS,ISCED 5/6/7/8,Female,44606.0
EGY,AUS,ISCED 5/6/7/8,Male,57452.0
EGY,BGR,ISCED 5/6/7/8,Female,90.0
EGY,BGR,ISCED 5/6/7/8,Male,358.0
EGY,CAN,ISCED 5/6/7/8,Female,116335.0
EGY,CAN,ISCED 5/6/7/8,Male,142075.0
EGY,CHE,ISCED 5/6/7/8,Female,3238.2480058670044
EGY,CHE,ISCED 5/6/7/8,Male,8384.336939811707
EGY,COL,ISCED 5/6/7/8,Female,38.0
EGY,COL,ISCED 5/6/7/8,Male,303.0
EGY,CZE,ISCED 5/6/7/8,Female,406.0
EGY,CZE,ISCED 5/6/7/8,Male,2423.0
EGY,DNK,ISCED 5/6/7/8,Female,835.0
EGY,DNK,ISCED 5/6/7/8,Male,2300.0
EGY,ESP,ISCED 5/6/7/8,Female,3395.0
EGY,ESP,ISCED 5/6/7/8,Male,8621.0
EGY,EST,ISCED 5/6/7/8,Female,129.0
EGY,EST,ISCED 5/6/7/8,Male,574.0
EGY,FRA,ISCED 5/6/7/8,Female,21201.405405521393
EGY,FRA,ISCED 5/6/7/8,Male,40764.71596002579
EGY,GRC,ISCED 5/6/7/8,Female,9623.0
EGY,GRC,ISCED 5/6/7/8,Male,17681.0
EGY,HUN,ISCED 5/6/7/8,Female,1002.0
EGY,HUN,ISCED 5/6/7/8,Male,2545.0
EGY,ITA,ISCED 5/6/7/8,Female,31265.99974499643
EGY,ITA,ISCED 5/6/7/8,Male,72310.00002205372
EGY,LTU,ISCED 5/6/7/8,Male,124.0
EGY,LUX,ISCED 5/6/7/8,Female,470.0
EGY,LUX,ISCED 5/6/7/8,Male,726.0
EGY,LVA,ISCED 5/6/7/8,Female,35.0
EGY,LVA,ISCED 5/6/7/8,Male,199.0
EGY,NOR,ISCED 5/6/7/8,Female,966.0
EGY,NOR,ISCED 5/6/7/8,Male,2202.0
EGY,NZL,ISCED 5/6/7/8,Female,1488.0
EGY,NZL,ISCED 5/6/7/8,Male,2064.0
EGY,POL,ISCED 5/6/7/8,Female,631.0
EGY,POL,ISCED 5/6/7/8,Male,3740.0
EGY,PRT,ISCED 5/6/7/8,Female,266.0
EGY,PRT,ISCED 5/6/7/8,Male,518.0
EGY,SVK,ISCED 5/6/7/8,Female,41.0
EGY,SVK,ISCED 5/6/7/8,Male,286.0
EGY,SVN,ISCED 5/6/7/8,Female,39.0
EGY,SVN,ISCED 5/6/7/8,Male,303.0
EGY,SWE,ISCED 5/6/7/8,Female,6050.0
EGY,SWE,ISCED 5/6/7/8,Male,11400.0
EGY,TUR,ISCED 5/6/7/8,Female,1515.0
EGY,TUR,ISCED 5/6/7/8,Male,2262.0
EGY,USA,ISCED 5/6/7/8,Female,255036.0
EGY,USA,ISCED 5/6/7/8,Male,367899.0
ERI,AUS,ISCED 5/6/7/8,Female,2670.0
ERI,AUS,ISCED 5/6/7/8,Male,3131.0
ERI,BGR,ISCED 5/6/7/8,Female,4.0
ERI,CAN,ISCED 5/6/7/8,Female,14755.0
ERI,CAN,ISCED 5/6/7/8,Male,16720.0
ERI,CHE,ISCED 5/6/7/8,Female,2941.7999629974365
ERI,CHE,ISCED 5/6/7/8,Male,4819.56397819519
ERI,CZE,ISCED 5/6/7/8,Female,5.0
ERI,CZE,ISCED 5/6/7/8,Male,5.0
ERI,DNK,ISCED 5/6/7/8,Female,203.0
ERI,DNK,ISCED 5/6/7/8,Male,827.0
ERI,ESP,ISCED 5/6/7/8,Female,80.0
ERI,ESP,ISCED 5/6/7/8,Male,78.0
ERI,EST,ISCED 5/6/7/8,Female,3.0
ERI,EST,ISCED 5/6/7/8,Male,4.0
ERI,FRA,ISCED 5/6/7/8,Female,899.9160733222961
ERI,FRA,ISCED 5/6/7/8,Male,1286.9636104106903
ERI,GRC,ISCED 5/6/7/8,Female,125.0
ERI,GRC,ISCED 5/6/7/8,Male,57.0
ERI,HUN,ISCED 5/6/7/8,Female,14.0
ERI,HUN,ISCED 5/6/7/8,Male,86.0
ERI,ITA,ISCED 5/6/7/8,Female,2630.9999862015247
ERI,ITA,ISCED 5/6/7/8,Male,2912.999991700053
ERI,LTU,ISCED 5/6/7/8,Male,4.0
ERI,LUX,ISCED 5/6/7/8,Female,319.0
ERI,LUX,ISCED 5/6/7/8,Male,512.0
ERI,NOR,ISCED 5/6/7/8,Female,2923.0
ERI,NOR,ISCED 5/6/7/8,Male,6702.0
ERI,NZL,ISCED 5/6/7/8,Female,18.0
ERI,NZL,ISCED 5/6/7/8,Male,45.0
ERI,POL,ISCED 5/6/7/8,Female,9.0
ERI,POL,ISCED 5/6/7/8,Male,4.0
ERI,PRT,ISCED 5/6/7/8,Female,13.0
ERI,PRT,ISCED 5/6/7/8,Male,17.0
ERI,SVK,ISCED 5/6/7/8,Male,8.0
ERI,SVN,ISCED 5/6/7/8,Male,18.0
ERI,SWE,ISCED 5/6/7/8,Female,4845.0
ERI,SWE,ISCED 5/6/7/8,Male,10095.0
ERI,TUR,ISCED 5/6/7/8,Female,14.0
ERI,TUR,ISCED 5/6/7/8,Male,26.0
ERI,USA,ISCED 5/6/7/8,Female,23774.0
ERI,USA,ISCED 5/6/7/8,Male,38731.0
ESP,AUS,ISCED 5/6/7/8,Female,19393.0
ESP,AUS,ISCED 5/6/7/8,Male,15991.0
ESP,BGR,ISCED 5/6/7/8,Female,240.0
ESP,BGR,ISCED 5/6/7/8,Male,532.0
ESP,CAN,ISCED 5/6/7/8,Female,17735.0
ESP,CAN,ISCED 5/6/7/8,Male,18555.0
ESP,CHE,ISCED 5/6/7/8,Female,42569.60574531555
ESP,CHE,ISCED 5/6/7/8,Male,40559.319895744324
ESP,COL,ISCED 5/6/7/8,Female,5249.0
ESP,COL,ISCED 5/6/7/8,Male,11324.0
ESP,CZE,ISCED 5/6/7/8,Female,1903.0
ESP,CZE,ISCED 5/6/7/8,Male,3991.0
ESP,DNK,ISCED 5/6/7/8,Female,8513.0
ESP,DNK,ISCED 5/6/7/8,Male,8653.0
ESP,ESP,ISCED 5/6/7/8,Female,27668952.0
ESP,ESP,ISCED 5/6/7/8,Male,24263378.0
ESP,EST,ISCED 5/6/7/8,Female,493.0
ESP,EST,ISCED 5/6/7/8,Male,1102.0
ESP,FRA,ISCED 5/6/7/8,Female,143942.6825389862
ESP,FRA,ISCED 5/6/7/8,Male,109548.91800165176
ESP,GRC,ISCED 5/6/7/8,Female,1473.0
ESP,GRC,ISCED 5/6/7/8,Male,1071.0
ESP,HUN,ISCED 5/6/7/8,Female,2185.0
ESP,HUN,ISCED 5/6/7/8,Male,2648.0
ESP,ITA,ISCED 5/6/7/8,Female,24363.00004440546
ESP,ITA,ISCED 5/6/7/8,Male,10511.999954462051
ESP,LTU,ISCED 5/6/7/8,Female,3.0
ESP,LTU,ISCED 5/6/7/8,Male,52.0
ESP,LUX,ISCED 5/6/7/8,Female,7538.0
ESP,LUX,ISCED 5/6/7/8,Male,8097.0
ESP,LVA,ISCED 5/6/7/8,Female,71.0
ESP,LVA,ISCED 5/6/7/8,Male,190.0
ESP,MEX,ISCED 5/6/7/8,Female,19055.0
ESP,MEX,ISCED 5/6/7/8,Male,34295.0
ESP,NOR,ISCED 5/6/7/8,Female,7284.0
ESP,NOR,ISCED 5/6/7/8,Male,6082.0
ESP,NZL,ISCED 5/6/7/8,Female,1431.0
ESP,NZL,ISCED 5/6/7/8,Male,1197.0
ESP,POL,ISCED 5/6/7/8,Female,2100.0
ESP,POL,ISCED 5/6/7/8,Male,6537.0
ESP,PRT,ISCED 5/6/7/8,Female,15454.0
ESP,PRT,ISCED 5/6/7/8,Male,12065.0
ESP,SVK,ISCED 5/6/7/8,Female,203.0
ESP,SVK,ISCED 5/6/7/8,Male,542.0
ESP,SVN,ISCED 5/6/7/8,Female,213.0
ESP,SVN,ISCED 5/6/7/8,Male,265.0
ESP,SWE,ISCED 5/6/7/8,Female,12415.0
ESP,SWE,ISCED 5/6/7/8,Male,12805.0
ESP,TUR,ISCED 5/6/7/8,Female,271.0
ESP,TUR,ISCED 5/6/7/8,Male,316.0
ESP,USA,ISCED 5/6/7/8,Female,182781.0
ESP,USA,ISCED 5/6/7/8,Male,199974.0
ETH,AUS,ISCED 5/6/7/8,Female,8832.0
ETH,AUS,ISCED 5/6/7/8,Male,10155.0
ETH,BGR,ISCED 5/6/7/8,Female,18.0
ETH,BGR,ISCED 5/6/7/8,Male,80.0
ETH,CAN,ISCED 5/6/7/8,Female,39040.0
ETH,CAN,ISCED 5/6/7/8,Male,40095.0
ETH,CHE,ISCED 5/6/7/8,Female,1667.8120155334473
ETH,CHE,ISCED 5/6/7/8,Male,2542.3589973449707
ETH,COL,ISCED 5/6/7/8,Female,5.0
ETH,COL,ISCED 5/6/7/8,Male,24.0
ETH,CZE,ISCED 5/6/7/8,Female,131.0
ETH,CZE,ISCED 5/6/7/8,Male,466.0
ETH,DNK,ISCED 5/6/7/8,Female,640.0
ETH,DNK,ISCED 5/6/7/8,Male,872.0
ETH,ESP,ISCED 5/6/7/8,Female,846.0
ETH,ESP,ISCED 5/6/7/8,Male,997.0
ETH,EST,ISCED 5/6/7/8,Female,8.0
ETH,EST,ISCED 5/6/7/8,Male,49.0
ETH,FRA,ISCED 5/6/7/8,Female,4700.342727661133
ETH,FRA,ISCED 5/6/7/8,Male,5451.989815235138
ETH,GRC,ISCED 5/6/7/8,Female,1133.0
ETH,GRC,ISCED 5/6/7/8,Male,917.0
ETH,HUN,ISCED 5/6/7/8,Female,173.0
ETH,HUN,ISCED 5/6/7/8,Male,351.0
ETH,ITA,ISCED 5/6/7/8,Female,8571.999959878623
ETH,ITA,ISCED 5/6/7/8,Male,8018.000023260713
