country_of_birth,country_of_destination,education_level,sex,number
BOL,SVK,ISCED 5/6/7/8,Male,18.0
BOL,SVN,ISCED 5/6/7/8,Female,11.0
BOL,SVN,ISCED 5/6/7/8,Male,23.0
BOL,SWE,ISCED 5/6/7/8,Female,3895.0
BOL,SWE,ISCED 5/6/7/8,Male,3360.0
BOL,USA,ISCED 5/6/7/8,Female,86038.0
BOL,USA,ISCED 5/6/7/8,Male,71050.0
BRA,AUS,ISCED 5/6/7/8,Female,89158.0
BRA,AUS,ISCED 5/6/7/8,Male,70489.0
BRA,BGR,ISCED 5/6/7/8,Female,174.0
BRA,BGR,ISCED 5/6/7/8,Male,102.0
BRA,CAN,ISCED 5/6/7/8,Female,137490.0
BRA,CAN,ISCED 5/6/7/8,Male,120300.0
BRA,CHE,ISCED 5/6/7/8,Female,39299.8307800293
BRA,CHE,ISCED 5/6/7/8,Male,20595.236066818237
BRA,COL,ISCED 5/6/7/8,Female,4345.0
BRA,COL,ISCED 5/6/7/8,Male,4356.0
BRA,CZE,ISCED 5/6/7/8,Female,1489.0
BRA,CZE,ISCED 5/6/7/8,Male,2068.0
BRA,DNK,ISCED 5/6/7/8,Female,5406.0
BRA,DNK,ISCED 5/6/7/8,Male,3319.0
BRA,ESP,ISCED 5/6/7/8,Female,118887.0
BRA,ESP,ISCED 5/6/7/8,Male,75430.0
BRA,EST,ISCED 5/6/7/8,Female,623.0
BRA,EST,ISCED 5/6/7/8,Male,927.0
BRA,FRA,ISCED 5/6/7/8,Female,69965.58947169781
BRA,FRA,ISCED 5/6/7/8,Male,42072.57662010193
BRA,GRC,ISCED 5/6/7/8,Female,1945.0
BRA,GRC,ISCED 5/6/7/8,Male,1007.0
BRA,HUN,ISCED 5/6/7/8,Female,2731.0
BRA,HUN,ISCED 5/6/7/8,Male,2363.0
BRA,ITA,ISCED 5/6/7/8,Female,66512.00029802322
BRA,ITA,ISCED 5/6/7/8,Male,31823.00010418892
BRA,JPN,ISCED 5/6/7/8,Female,13196.0
BRA,JPN,ISCED 5/6/7/8,Male,13646.0
BRA,LTU,ISCED 5/6/7/8,Female,41.0
BRA,LTU,ISCED 5/6/7/8,Male,29.0
BRA,LUX,ISCED 5/6/7/8,Female,5996.0
BRA,LUX,ISCED 5/6/7/8,Male,4464.0
BRA,LVA,ISCED 5/6/7/8,Female,59.0
BRA,LVA,ISCED 5/6/7/8,Male,88.0
BRA,NOR,ISCED 5/6/7/8,Female,7508.0
BRA,NOR,ISCED 5/6/7/8,Male,3321.0
BRA,NZL,ISCED 5/6/7/8,Female,7413.0
BRA,NZL,ISCED 5/6/7/8,Male,6138.0
BRA,POL,ISCED 5/6/7/8,Female,2054.0
BRA,POL,ISCED 5/6/7/8,Male,3418.0
BRA,PRT,ISCED 5/6/7/8,Female,192167.0
BRA,PRT,ISCED 5/6/7/8,Male,125586.0
BRA,SVK,ISCED 5/6/7/8,Female,139.0
BRA,SVK,ISCED 5/6/7/8,Male,132.0
BRA,SVN,ISCED 5/6/7/8,Female,222.0
BRA,SVN,ISCED 5/6/7/8,Male,92.0
BRA,SWE,ISCED 5/6/7/8,Female,14075.0
BRA,SWE,ISCED 5/6/7/8,Male,9550.0
BRA,TUR,ISCED 5/6/7/8,Female,243.0
BRA,TUR,ISCED 5/6/7/8,Male,126.0
BRA,USA,ISCED 5/6/7/8,Female,647228.0
BRA,USA,ISCED 5/6/7/8,Male,474762.0
CAN,AUS,ISCED 5/6/7/8,Female,85408.0
CAN,AUS,ISCED 5/6/7/8,Male,59693.0
CAN,BGR,ISCED 5/6/7/8,Female,133.0
CAN,BGR,ISCED 5/6/7/8,Male,154.0
CAN,CAN,ISCED 5/6/7/8,Female,25571165.0
CAN,CAN,ISCED 5/6/7/8,Male,19073290.0
CAN,CHE,ISCED 5/6/7/8,Female,17712.71795463562
CAN,CHE,ISCED 5/6/7/8,Male,12250.926931381226
CAN,COL,ISCED 5/6/7/8,Female,911.0
CAN,COL,ISCED 5/6/7/8,Male,1730.0
CAN,CZE,ISCED 5/6/7/8,Female,874.0
CAN,CZE,ISCED 5/6/7/8,Male,1443.0
CAN,DNK,ISCED 5/6/7/8,Female,3830.0
CAN,DNK,ISCED 5/6/7/8,Male,3517.0
CAN,ESP,ISCED 5/6/7/8,Female,10680.0
CAN,ESP,ISCED 5/6/7/8,Male,8588.0
CAN,EST,ISCED 5/6/7/8,Female,152.0
CAN,EST,ISCED 5/6/7/8,Male,383.0
CAN,FRA,ISCED 5/6/7/8,Female,38276.162786483765
CAN,FRA,ISCED 5/6/7/8,Male,28463.499940633774
CAN,GRC,ISCED 5/6/7/8,Female,12143.0
CAN,GRC,ISCED 5/6/7/8,Male,8532.0
CAN,HUN,ISCED 5/6/7/8,Female,1198.0
CAN,HUN,ISCED 5/6/7/8,Male,1365.0
CAN,ITA,ISCED 5/6/7/8,Female,14024.000002481043
CAN,ITA,ISCED 5/6/7/8,Male,8633.999997973442
CAN,LTU,ISCED 5/6/7/8,Female,22.0
CAN,LTU,ISCED 5/6/7/8,Male,79.0
CAN,LUX,ISCED 5/6/7/8,Female,1144.0
CAN,LUX,ISCED 5/6/7/8,Male,1078.0
CAN,LVA,ISCED 5/6/7/8,Female,137.0
CAN,LVA,ISCED 5/6/7/8,Male,225.0
CAN,NOR,ISCED 5/6/7/8,Female,4653.0
CAN,NOR,ISCED 5/6/7/8,Male,3832.0
CAN,NZL,ISCED 5/6/7/8,Female,14154.0
CAN,NZL,ISCED 5/6/7/8,Male,8913.0
CAN,POL,ISCED 5/6/7/8,Female,2292.0
CAN,POL,ISCED 5/6/7/8,Male,2623.0
CAN,PRT,ISCED 5/6/7/8,Female,10099.0
CAN,PRT,ISCED 5/6/7/8,Male,5679.0
CAN,SVK,ISCED 5/6/7/8,Female,158.0
CAN,SVK,ISCED 5/6/7/8,Male,224.0
CAN,SVN,ISCED 5/6/7/8,Female,331.0
CAN,SVN,ISCED 5/6/7/8,Male,280.0
CAN,SWE,ISCED 5/6/7/8,Female,5675.0
CAN,SWE,ISCED 5/6/7/8,Male,5050.0
CAN,TUR,ISCED 5/6/7/8,Female,397.0
CAN,TUR,ISCED 5/6/7/8,Male,336.0
CAN,USA,ISCED 5/6/7/8,Female,1259677.0
CAN,USA,ISCED 5/6/7/8,Male,1203009.0
CHE,AUS,ISCED 5/6/7/8,Female,15616.0
CHE,AUS,ISCED 5/6/7/8,Male,12646.0
CHE,BGR,ISCED 5/6/7/8,Female,123.0
CHE,BGR,ISCED 5/6/7/8,Male,248.0
CHE,CAN,ISCED 5/6/7/8,Female,27820.0
CHE,CAN,ISCED 5/6/7/8,Male,25990.0
CHE,CHE,ISCED 5/6/7/8,Female,2960862.5618953705
CHE,CHE,ISCED 5/6/7/8,Male,4000556.246963501
CHE,COL,ISCED 5/6/7/8,Female,638.0
CHE,COL,ISCED 5/6/7/8,Male,1438.0
CHE,CZE,ISCED 5/6/7/8,Female,472.0
CHE,CZE,ISCED 5/6/7/8,Male,651.0
CHE,DNK,ISCED 5/6/7/8,Female,2365.0
CHE,DNK,ISCED 5/6/7/8,Male,2320.0
CHE,ESP,ISCED 5/6/7/8,Female,63714.0
CHE,ESP,ISCED 5/6/7/8,Male,54157.0
CHE,EST,ISCED 5/6/7/8,Female,40.0
CHE,EST,ISCED 5/6/7/8,Male,194.0
CHE,FRA,ISCED 5/6/7/8,Female,75089.72877073288
CHE,FRA,ISCED 5/6/7/8,Male,62329.88988876343
CHE,GRC,ISCED 5/6/7/8,Female,3108.0
CHE,GRC,ISCED 5/6/7/8,Male,2325.0
CHE,HUN,ISCED 5/6/7/8,Female,946.0
CHE,HUN,ISCED 5/6/7/8,Male,1432.0
CHE,ITA,ISCED 5/6/7/8,Female,74096.00009959936
CHE,ITA,ISCED 5/6/7/8,Male,53176.99993658066
CHE,LTU,ISCED 5/6/7/8,Male,26.0
CHE,LUX,ISCED 5/6/7/8,Female,1130.0
CHE,LUX,ISCED 5/6/7/8,Male,1502.0
CHE,LVA,ISCED 5/6/7/8,Female,14.0
CHE,LVA,ISCED 5/6/7/8,Male,75.0
CHE,NOR,ISCED 5/6/7/8,Female,2983.0
CHE,NOR,ISCED 5/6/7/8,Male,2620.0
CHE,NZL,ISCED 5/6/7/8,Female,2736.0
CHE,NZL,ISCED 5/6/7/8,Male,2229.0
CHE,POL,ISCED 5/6/7/8,Female,517.0
CHE,POL,ISCED 5/6/7/8,Male,617.0
CHE,PRT,ISCED 5/6/7/8,Female,17264.0
CHE,PRT,ISCED 5/6/7/8,Male,11637.0
CHE,SVK,ISCED 5/6/7/8,Female,98.0
CHE,SVK,ISCED 5/6/7/8,Male,148.0
CHE,SVN,ISCED 5/6/7/8,Female,738.0
CHE,SVN,ISCED 5/6/7/8,Male,501.0
CHE,SWE,ISCED 5/6/7/8,Female,3800.0
CHE,SWE,ISCED 5/6/7/8,Male,3740.0
CHE,TUR,ISCED 5/6/7/8,Female,2854.0
CHE,TUR,ISCED 5/6/7/8,Male,2180.0
CHE,USA,ISCED 5/6/7/8,Female,63778.0
CHE,USA,ISCED 5/6/7/8,Male,74688.0
CHL,AUS,ISCED 5/6/7/8,Female,33395.0
CHL,AUS,ISCED 5/6/7/8,Male,26794.0
CHL,BGR,ISCED 5/6/7/8,Female,15.0
CHL,BGR,ISCED 5/6/7/8,Male,59.0
CHL,CAN,ISCED 5/6/7/8,Female,38130.0
CHL,CAN,ISCED 5/6/7/8,Male,32525.0
CHL,CHE,ISCED 5/6/7/8,Female,5063.2090129852295
CHL,CHE,ISCED 5/6/7/8,Male,4880.72398853302
CHL,COL,ISCED 5/6/7/8,Female,2253.0
CHL,COL,ISCED 5/6/7/8,Male,4700.0
CHL,CZE,ISCED 5/6/7/8,Female,292.0
CHL,CZE,ISCED 5/6/7/8,Male,426.0
CHL,DNK,ISCED 5/6/7/8,Female,2139.0
CHL,DNK,ISCED 5/6/7/8,Male,2100.0
CHL,ESP,ISCED 5/6/7/8,Female,60415.0
CHL,ESP,ISCED 5/6/7/8,Male,56117.0
CHL,EST,ISCED 5/6/7/8,Female,34.0
CHL,EST,ISCED 5/6/7/8,Male,97.0
CHL,FRA,ISCED 5/6/7/8,Female,19264.793429851532
CHL,FRA,ISCED 5/6/7/8,Male,17027.7918715477
CHL,GRC,ISCED 5/6/7/8,Female,263.0
CHL,GRC,ISCED 5/6/7/8,Male,189.0
CHL,HUN,ISCED 5/6/7/8,Female,399.0
CHL,HUN,ISCED 5/6/7/8,Male,525.0
CHL,ITA,ISCED 5/6/7/8,Female,7008.99998936546
CHL,ITA,ISCED 5/6/7/8,Male,4449.9999989792705
CHL,LUX,ISCED 5/6/7/8,Female,301.0
CHL,LUX,ISCED 5/6/7/8,Male,340.0
CHL,LVA,ISCED 5/6/7/8,Male,18.0
CHL,NOR,ISCED 5/6/7/8,Female,5010.0
CHL,NOR,ISCED 5/6/7/8,Male,4787.0
CHL,NZL,ISCED 5/6/7/8,Female,2991.0
CHL,NZL,ISCED 5/6/7/8,Male,2652.0
CHL,POL,ISCED 5/6/7/8,Female,126.0
CHL,POL,ISCED 5/6/7/8,Male,503.0
CHL,PRT,ISCED 5/6/7/8,Female,623.0
CHL,PRT,ISCED 5/6/7/8,Male,581.0
CHL,SVK,ISCED 5/6/7/8,Female,13.0
CHL,SVK,ISCED 5/6/7/8,Male,25.0
CHL,SVN,ISCED 5/6/7/8,Female,26.0
CHL,SVN,ISCED 5/6/7/8,Male,27.0
CHL,SWE,ISCED 5/6/7/8,Female,18240.0
CHL,SWE,ISCED 5/6/7/8,Male,15105.0
CHL,TUR,ISCED 5/6/7/8,Female,25.0
CHL,TUR,ISCED 5/6/7/8,Male,10.0
CHL,USA,ISCED 5/6/7/8,Female,115020.0
CHL,USA,ISCED 5/6/7/8,Male,117063.0
CHN,AUS,ISCED 5/6/7/8,Female,1089402.0
CHN,AUS,ISCED 5/6/7/8,Male,820755.0
CHN,BGR,ISCED 5/6/7/8,Female,641.0
CHN,BGR,ISCED 5/6/7/8,Male,631.0
CHN,CAN,ISCED 5/6/7/8,Female,1567965.0
CHN,CAN,ISCED 5/6/7/8,Male,1320155.0
CHN,CHE,ISCED 5/6/7/8,Female,32871.33020019531
CHN,CHE,ISCED 5/6/7/8,Male,17564.316089630127
CHN,COL,ISCED 5/6/7/8,Female,857.0
CHN,COL,ISCED 5/6/7/8,Male,1509.0
CHN,CZE,ISCED 5/6/7/8,Female,3671.0
CHN,CZE,ISCED 5/6/7/8,Male,3098.0
CHN,DNK,ISCED 5/6/7/8,Female,15897.0
CHN,DNK,ISCED 5/6/7/8,Male,10807.0
CHN,ESP,ISCED 5/6/7/8,Female,80173.0
CHN,ESP,ISCED 5/6/7/8,Male,52967.0
CHN,EST,ISCED 5/6/7/8,Female,705.0
CHN,EST,ISCED 5/6/7/8,Male,690.0
CHN,FRA,ISCED 5/6/7/8,Female,162438.31741046906
CHN,FRA,ISCED 5/6/7/8,Male,82513.88510799408
CHN,GRC,ISCED 5/6/7/8,Female,2798.0
CHN,GRC,ISCED 5/6/7/8,Male,2017.0
CHN,HUN,ISCED 5/6/7/8,Female,12757.0
CHN,HUN,ISCED 5/6/7/8,Male,11239.0
CHN,ITA,ISCED 5/6/7/8,Female,60237.99997416139
CHN,ITA,ISCED 5/6/7/8,Male,45311.999873667955
CHN,JPN,ISCED 5/6/7/8,Female,111447.0
CHN,JPN,ISCED 5/6/7/8,Male,78259.0
CHN,KOR,ISCED 5/6/7/8,Female,238972.0
CHN,KOR,ISCED 5/6/7/8,Male,209056.0
CHN,LTU,ISCED 5/6/7/8,Female,111.0
CHN,LTU,ISCED 5/6/7/8,Male,118.0
CHN,LUX,ISCED 5/6/7/8,Female,6109.0
CHN,LUX,ISCED 5/6/7/8,Male,4066.0
CHN,LVA,ISCED 5/6/7/8,Female,335.0
CHN,LVA,ISCED 5/6/7/8,Male,404.0
CHN,NOR,ISCED 5/6/7/8,Female,17134.0
CHN,NOR,ISCED 5/6/7/8,Male,9645.0
CHN,NZL,ISCED 5/6/7/8,Female,132795.0
CHN,NZL,ISCED 5/6/7/8,Male,106917.0
CHN,POL,ISCED 5/6/7/8,Female,3736.0
CHN,POL,ISCED 5/6/7/8,Male,4008.0
CHN,PRT,ISCED 5/6/7/8,Female,7526.0
CHN,PRT,ISCED 5/6/7/8,Male,5351.0
CHN,SVK,ISCED 5/6/7/8,Female,508.0
CHN,SVK,ISCED 5/6/7/8,Male,539.0
CHN,SVN,ISCED 5/6/7/8,Female,504.0
CHN,SVN,ISCED 5/6/7/8,Male,485.0
CHN,SWE,ISCED 5/6/7/8,Female,48105.0
CHN,SWE,ISCED 5/6/7/8,Male,29980.0
CHN,TUR,ISCED 5/6/7/8,Female,1631.0
CHN,TUR,ISCED 5/6/7/8,Male,2470.0
CHN,USA,ISCED 5/6/7/8,Female,3195936.0
CHN,USA,ISCED 5/6/7/8,Male,2788927.0
CIV,AUS,ISCED 5/6/7/8,Female,541.0
CIV,AUS,ISCED 5/6/7/8,Male,472.0
CIV,BGR,ISCED 5/6/7/8,Female,3.0
CIV,BGR,ISCED 5/6/7/8,Male,11.0
CIV,CAN,ISCED 5/6/7/8,Female,27015.0
CIV,CAN,ISCED 5/6/7/8,Male,31650.0
CIV,CHE,ISCED 5/6/7/8,Female,1872.1020393371582
CIV,CHE,ISCED 5/6/7/8,Male,2365.0000324249268
CIV,COL,ISCED 5/6/7/8,Male,20.0
CIV,CZE,ISCED 5/6/7/8,Female,37.0
CIV,CZE,ISCED 5/6/7/8,Male,121.0
CIV,DNK,ISCED 5/6/7/8,Female,180.0
CIV,DNK,ISCED 5/6/7/8,Male,279.0
CIV,ESP,ISCED 5/6/7/8,Female,851.0
CIV,ESP,ISCED 5/6/7/8,Male,1514.0
CIV,EST,ISCED 5/6/7/8,Male,11.0
CIV,FRA,ISCED 5/6/7/8,Female,105269.61120426655
CIV,FRA,ISCED 5/6/7/8,Male,112069.7774746418
CIV,GRC,ISCED 5/6/7/8,Female,14.0
CIV,GRC,ISCED 5/6/7/8,Male,65.0
CIV,HUN,ISCED 5/6/7/8,Female,56.0
CIV,HUN,ISCED 5/6/7/8,Male,158.0
CIV,ITA,ISCED 5/6/7/8,Female,4725.000019669533
CIV,ITA,ISCED 5/6/7/8,Male,9655.000000685453
CIV,LUX,ISCED 5/6/7/8,Female,488.0
CIV,LUX,ISCED 5/6/7/8,Male,484.0
CIV,LVA,ISCED 5/6/7/8,Male,18.0
CIV,NOR,ISCED 5/6/7/8,Female,198.0
CIV,NOR,ISCED 5/6/7/8,Male,249.0
CIV,POL,ISCED 5/6/7/8,Female,34.0
CIV,POL,ISCED 5/6/7/8,Male,96.0
CIV,PRT,ISCED 5/6/7/8,Female,92.0
CIV,PRT,ISCED 5/6/7/8,Male,131.0
CIV,SVK,ISCED 5/6/7/8,Female,4.0
CIV,SVK,ISCED 5/6/7/8,Male,17.0
CIV,SWE,ISCED 5/6/7/8,Female,580.0
CIV,SWE,ISCED 5/6/7/8,Male,850.0
CIV,TUR,ISCED 5/6/7/8,Female,35.0
CIV,TUR,ISCED 5/6/7/8,Male,124.0
CIV,USA,ISCED 5/6/7/8,Female,21843.0
CIV,USA,ISCED 5/6/7/8,Male,34932.0
CMR,AUS,ISCED 5/6/7/8,Female,658.0
CMR,AUS,ISCED 5/6/7/8,Male,842.0
CMR,BGR,ISCED 5/6/7/8,Female,17.0
CMR,BGR,ISCED 5/6/7/8,Male,29.0
CMR,CAN,ISCED 5/6/7/8,Female,47735.0
CMR,CAN,ISCED 5/6/7/8,Male,48050.0
CMR,CHE,ISCED 5/6/7/8,Female,4707.480036735535
CMR,CHE,ISCED 5/6/7/8,Male,5382.941070556641
CMR,COL,ISCED 5/6/7/8,Female,12.0
CMR,COL,ISCED 5/6/7/8,Male,33.0
CMR,CZE,ISCED 5/6/7/8,Female,108.0
CMR,CZE,ISCED 5/6/7/8,Male,234.0
CMR,DNK,ISCED 5/6/7/8,Female,740.0
CMR,DNK,ISCED 5/6/7/8,Male,1038.0
CMR,ESP,ISCED 5/6/7/8,Female,2499.0
CMR,ESP,ISCED 5/6/7/8,Male,3786.0
CMR,EST,ISCED 5/6/7/8,Female,156.0
CMR,EST,ISCED 5/6/7/8,Male,299.0
CMR,FRA,ISCED 5/6/7/8,Female,110439.97395670414
CMR,FRA,ISCED 5/6/7/8,Male,97576.79649353027
CMR,GRC,ISCED 5/6/7/8,Female,444.0
CMR,GRC,ISCED 5/6/7/8,Male,523.0
CMR,HUN,ISCED 5/6/7/8,Female,109.0
CMR,HUN,ISCED 5/6/7/8,Male,377.0
CMR,ITA,ISCED 5/6/7/8,Female,9309.999998573214
CMR,ITA,ISCED 5/6/7/8,Male,11942.999997705221
CMR,LTU,ISCED 5/6/7/8,Male,9.0
CMR,LUX,ISCED 5/6/7/8,Female,1547.0
CMR,LUX,ISCED 5/6/7/8,Male,1635.0
CMR,LVA,ISCED 5/6/7/8,Female,22.0
CMR,LVA,ISCED 5/6/7/8,Male,34.0
CMR,NOR,ISCED 5/6/7/8,Female,875.0
CMR,NOR,ISCED 5/6/7/8,Male,1199.0
CMR,NZL,ISCED 5/6/7/8,Female,21.0
CMR,NZL,ISCED 5/6/7/8,Male,24.0
CMR,POL,ISCED 5/6/7/8,Female,173.0
CMR,POL,ISCED 5/6/7/8,Male,619.0
CMR,PRT,ISCED 5/6/7/8,Female,115.0
CMR,PRT,ISCED 5/6/7/8,Male,127.0
CMR,SVK,ISCED 5/6/7/8,Female,4.0
CMR,SVK,ISCED 5/6/7/8,Male,9.0
CMR,SVN,ISCED 5/6/7/8,Female,10.0
CMR,SVN,ISCED 5/6/7/8,Male,18.0
CMR,SWE,ISCED 5/6/7/8,Female,1775.0
CMR,SWE,ISCED 5/6/7/8,Male,2650.0
CMR,TUR,ISCED 5/6/7/8,Female,135.0
CMR,TUR,ISCED 5/6/7/8,Male,303.0
CMR,USA,ISCED 5/6/7/8,Female,100682.0
CMR,USA,ISCED 5/6/7/8,Male,110796.0
COD,AUS,ISCED 5/6/7/8,Female,3204.0
COD,AUS,ISCED 5/6/7/8,Male,4399.0
COD,BGR,ISCED 5/6/7/8,Female,6.0
COD,BGR,ISCED 5/6/7/8,Male,19.0
COD,CAN,ISCED 5/6/7/8,Female,44530.0
COD,CAN,ISCED 5/6/7/8,Male,44815.0
COD,CHE,ISCED 5/6/7/8,Female,3255.136032104492
COD,CHE,ISCED 5/6/7/8,Male,4794.433024406433
COD,CZE,ISCED 5/6/7/8,Female,32.0
COD,CZE,ISCED 5/6/7/8,Male,146.0
COD,DNK,ISCED 5/6/7/8,Female,325.0
COD,DNK,ISCED 5/6/7/8,Male,554.0
COD,ESP,ISCED 5/6/7/8,Female,747.0
COD,ESP,ISCED 5/6/7/8,Male,1653.0
COD,EST,ISCED 5/6/7/8,Female,7.0
COD,EST,ISCED 5/6/7/8,Male,30.0
COD,FRA,ISCED 5/6/7/8,Female,60827.80776202679
COD,FRA,ISCED 5/6/7/8,Male,65796.90016412735
COD,GRC,ISCED 5/6/7/8,Female,678.0
COD,GRC,ISCED 5/6/7/8,Male,729.0
COD,HUN,ISCED 5/6/7/8,Female,23.0
COD,HUN,ISCED 5/6/7/8,Male,146.0
COD,ITA,ISCED 5/6/7/8,Female,2944.0000047683716
COD,ITA,ISCED 5/6/7/8,Male,3674.9999790489674
COD,LUX,ISCED 5/6/7/8,Female,855.0
COD,LUX,ISCED 5/6/7/8,Male,981.0
COD,LVA,ISCED 5/6/7/8,Male,14.0
COD,NOR,ISCED 5/6/7/8,Female,1288.0
COD,NOR,ISCED 5/6/7/8,Male,1840.0
COD,NZL,ISCED 5/6/7/8,Female,60.0
COD,NZL,ISCED 5/6/7/8,Male,72.0
COD,POL,ISCED 5/6/7/8,Female,52.0
COD,POL,ISCED 5/6/7/8,Male,154.0
COD,PRT,ISCED 5/6/7/8,Female,2084.0
COD,PRT,ISCED 5/6/7/8,Male,1617.0
COD,SVK,ISCED 5/6/7/8,Female,8.0
COD,SVK,ISCED 5/6/7/8,Male,12.0
COD,SVN,ISCED 5/6/7/8,Male,4.0
COD,SWE,ISCED 5/6/7/8,Female,1855.0
COD,SWE,ISCED 5/6/7/8,Male,2460.0
COD,TUR,ISCED 5/6/7/8,Female,33.0
COD,TUR,ISCED 5/6/7/8,Male,75.0
COD,USA,ISCED 5/6/7/8,Female,31419.0
COD,USA,ISCED 5/6/7/8,Male,45264.0
COL,AUS,ISCED 5/6/7/8,Female,66779.0
COL,AUS,ISCED 5/6/7/8,Male,54102.0
COL,BGR,ISCED 5/6/7/8,Female,74.0
COL,BGR,ISCED 5/6/7/8,Male,77.0
COL,CAN,ISCED 5/6/7/8,Female,148000.0
COL,CAN,ISCED 5/6/7/8,Male,121135.0
COL,CHE,ISCED 5/6/7/8,Female,15888.04012298584
COL,CHE,ISCED 5/6/7/8,Male,11952.615030288696
COL,COL,ISCED 5/6/7/8,Female,12996412.0
COL,COL,ISCED 5/6/7/8,Male,10973271.0
COL,CZE,ISCED 5/6/7/8,Female,758.0
COL,CZE,ISCED 5/6/7/8,Male,840.0
COL,DNK,ISCED 5/6/7/8,Female,2534.0
COL,DNK,ISCED 5/6/7/8,Male,1879.0
COL,ESP,ISCED 5/6/7/8,Female,334118.0
COL,ESP,ISCED 5/6/7/8,Male,218734.0
COL,EST,ISCED 5/6/7/8,Female,123.0
COL,EST,ISCED 5/6/7/8,Male,169.0
COL,FRA,ISCED 5/6/7/8,Female,48719.49354171753
COL,FRA,ISCED 5/6/7/8,Male,29285.968541622162
COL,GRC,ISCED 5/6/7/8,Female,550.0
COL,GRC,ISCED 5/6/7/8,Male,197.0
COL,HUN,ISCED 5/6/7/8,Female,705.0
COL,HUN,ISCED 5/6/7/8,Male,604.0
COL,ITA,ISCED 5/6/7/8,Female,23934.00005185604
COL,ITA,ISCED 5/6/7/8,Male,11835.000002846122
COL,LTU,ISCED 5/6/7/8,Female,4.0
COL,LTU,ISCED 5/6/7/8,Male,21.0
COL,LUX,ISCED 5/6/7/8,Female,1022.0
COL,LUX,ISCED 5/6/7/8,Male,826.0
COL,LVA,ISCED 5/6/7/8,Female,39.0
COL,LVA,ISCED 5/6/7/8,Male,20.0
COL,MEX,ISCED 5/6/7/8,Female,48477.0
COL,MEX,ISCED 5/6/7/8,Male,38557.0
COL,NOR,ISCED 5/6/7/8,Female,5468.0
COL,NOR,ISCED 5/6/7/8,Male,4524.0
COL,NZL,ISCED 5/6/7/8,Female,2541.0
COL,NZL,ISCED 5/6/7/8,Male,1686.0
COL,POL,ISCED 5/6/7/8,Female,479.0
COL,POL,ISCED 5/6/7/8,Male,1168.0
COL,PRT,ISCED 5/6/7/8,Female,2427.0
COL,PRT,ISCED 5/6/7/8,Male,1346.0
COL,SVK,ISCED 5/6/7/8,Female,49.0
COL,SVK,ISCED 5/6/7/8,Male,126.0
COL,SVN,ISCED 5/6/7/8,Female,52.0
COL,SVN,ISCED 5/6/7/8,Male,51.0
COL,SWE,ISCED 5/6/7/8,Female,11985.0
COL,SWE,ISCED 5/6/7/8,Male,8605.0
COL,TUR,ISCED 5/6/7/8,Female,213.0
COL,TUR,ISCED 5/6/7/8,Male,90.0
COL,USA,ISCED 5/6/7/8,Female,939952.0
COL,USA,ISCED 5/6/7/8,Male,700823.0
CSFR-CZE,AUS,ISCED 5/6/7/8,Female,11600.0
CSFR-CZE,AUS,ISCED 5/6/7/8,Male,7117.0
CSFR-CZE,BGR,ISCED 5/6/7/8,Female,774.0
CSFR-CZE,BGR,ISCED 5/6/7/8,Male,624.0
CSFR-CZE,CAN,ISCED 5/6/7/8,Female,31400.0
CSFR-CZE,CAN,ISCED 5/6/7/8,Male,24420.0
CSFR-CZE,CHE,ISCED 5/6/7/8,Female,14057.895923614502
CSFR-CZE,CHE,ISCED 5/6/7/8,Male,14470.916858673096
CSFR-CZE,COL,ISCED 5/6/7/8,Female,150.0
CSFR-CZE,COL,ISCED 5/6/7/8,Male,96.0
CSFR-CZE,CZE,ISCED 5/6/7/8,Female,3916130.0
CSFR-CZE,CZE,ISCED 5/6/7/8,Male,3320096.0
CSFR-CZE,DNK,ISCED 5/6/7/8,Female,1986.0
CSFR-CZE,DNK,ISCED 5/6/7/8,Male,1527.0
CSFR-CZE,ESP,ISCED 5/6/7/8,Female,8255.0
CSFR-CZE,ESP,ISCED 5/6/7/8,Male,3536.0
CSFR-CZE,EST,ISCED 5/6/7/8,Female,179.0
CSFR-CZE,EST,ISCED 5/6/7/8,Male,186.0
CSFR-CZE,FRA,ISCED 5/6/7/8,Female,14289.022488355637
CSFR-CZE,FRA,ISCED 5/6/7/8,Male,6027.43868970871
CSFR-CZE,GRC,ISCED 5/6/7/8,Female,3396.0
CSFR-CZE,GRC,ISCED 5/6/7/8,Male,1847.0
CSFR-CZE,HUN,ISCED 5/6/7/8,Female,1735.0
CSFR-CZE,HUN,ISCED 5/6/7/8,Male,1487.0
CSFR-CZE,ITA,ISCED 5/6/7/8,Female,6423.000028733164
CSFR-CZE,ITA,ISCED 5/6/7/8,Male,1260.0000043958426
CSFR-CZE,LTU,ISCED 5/6/7/8,Female,52.0
CSFR-CZE,LTU,ISCED 5/6/7/8,Male,30.0
CSFR-CZE,LUX,ISCED 5/6/7/8,Female,1689.0
CSFR-CZE,LUX,ISCED 5/6/7/8,Male,1062.0
CSFR-CZE,LVA,ISCED 5/6/7/8,Female,188.0
CSFR-CZE,LVA,ISCED 5/6/7/8,Male,110.0
CSFR-CZE,NOR,ISCED 5/6/7/8,Female,2733.0
CSFR-CZE,NOR,ISCED 5/6/7/8,Male,1653.0
CSFR-CZE,NZL,ISCED 5/6/7/8,Female,1773.0
CSFR-CZE,NZL,ISCED 5/6/7/8,Male,1182.0
